Date	EPS
March 31, 2011	-0.19
June 30, 2011	-0.08
Sept. 30, 2011	-0.24
Dec. 31, 2011	-0.5647
March 31, 2012	-0.31
June 30, 2012	-0.03
Sept. 30, 2012	-0.03
Dec. 31, 2012	-0.0843
March 31, 2013	-0.08
June 30, 2013	-0.01
Sept. 30, 2013	-0.04
Dec. 31, 2013	-0.0301
March 31, 2014	-0.04
June 30, 2014	0.04
Sept. 30, 2014	0.05
Dec. 31, 2014	0.427
March 31, 2015	-0.02
June 30, 2015	-0.02
