Date	EPS
Sept. 30, 2013	0.3483
Dec. 31, 2013	0.5838
March 31, 2014	
June 30, 2014	0.8358
Sept. 30, 2014	0.2015
Dec. 31, 2014	0.3731
March 31, 2015	0.1788
